# Count	Section	Page	Subhead	Code

133	Numbers	Number Formatting Patterns	Standard Patterns 	standard-currency-alphaNextToNumber
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phriz
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phrom
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phsar
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phsco
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phsig
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phsle
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phslu
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phsor
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phsuk
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phsun
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phsur
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phtar
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phtaw
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phwsa
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phzan
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phzas
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phzmb
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phzsi
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th11
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th12
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th13
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th14
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th15
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th16
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th17
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th18
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th19
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th20
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th22
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th23
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th24
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th25
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th26
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th27
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th30
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th31
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th32
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th33
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th34
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th35
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th36
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th37
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th38
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th39
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th40
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th41
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th42
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th43
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th44
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th45
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th46
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th47
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th48
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th49
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th50
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th51
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th52
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th53
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th54
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th55
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th56
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th57
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th58
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th60
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th61
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th62
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th63
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th64
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th65
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th66
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th67
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th70
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th71
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th72
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th73
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th74
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th75
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th76
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th77
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th80
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th81
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th82
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th84
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th85
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th86
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th90
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th91
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th92
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th93
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th94
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th95
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th96
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	tlal
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	tlan
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	tlba
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	tlbo
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	tlco
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	tldi
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	tler
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	tlla
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	tlli
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	tlmf
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	tlmt
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	tlvi
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	vn53
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	vn66
12	Locale Display Names	Territories (Oceania)	Australasia-Subdivisions	nzauk
12	Locale Display Names	Territories (Oceania)	Australasia-Subdivisions	nzbop
12	Locale Display Names	Territories (Oceania)	Australasia-Subdivisions	nzcan
12	Locale Display Names	Territories (Oceania)	Australasia-Subdivisions	nzgis
12	Locale Display Names	Territories (Oceania)	Australasia-Subdivisions	nzhkb
12	Locale Display Names	Territories (Oceania)	Australasia-Subdivisions	nzmbh
12	Locale Display Names	Territories (Oceania)	Australasia-Subdivisions	nzmwt
12	Locale Display Names	Territories (Oceania)	Australasia-Subdivisions	nzntl
12	Locale Display Names	Territories (Oceania)	Australasia-Subdivisions	nzota
12	Locale Display Names	Territories (Oceania)	Australasia-Subdivisions	nzstl
12	Locale Display Names	Territories (Oceania)	Australasia-Subdivisions	nztas
12	Locale Display Names	Territories (Oceania)	Australasia-Subdivisions	nztki
12	Locale Display Names	Territories (Oceania)	Australasia-Subdivisions	nzwko
12	Locale Display Names	Territories (Oceania)	Australasia-Subdivisions	nzwtc
12	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	fj01
12	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	fj03
12	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	fj04
12	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	fj07
12	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	fj08
12	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	fj09
12	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	fj10
12	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	fj11
12	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	fj12
12	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	fj13
12	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	fj14
12	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	fjc
12	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	fje
12	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	fjn
12	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	fjw
12	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	pgcpk
12	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	pgcpm
12	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	pgebr
12	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	pgehg
12	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	pgepw
12	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	pgesw
12	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	pggpk
12	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	pgmba
12	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	pgmpl
12	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	pgmpm
12	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	pgmrl
12	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	pgnik
12	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	pgnpp
12	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	pgsan
12	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	pgshm
12	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	pgwbk
12	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	pgwhm
12	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	sbce
12	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	sbch
12	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	sbgu
12	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	sbis
12	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	sbml
12	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	sbrb
12	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	sbte
12	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	sbwe
12	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	vumap
12	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	vupam
12	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	vusee
12	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	vutae
12	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	vutob
12	Locale Display Names	Territories (Oceania)	Micronesian Region-Subdivisions	fmpni
12	Locale Display Names	Territories (Oceania)	Micronesian Region-Subdivisions	kil
12	Locale Display Names	Territories (Oceania)	Micronesian Region-Subdivisions	kip
12	Locale Display Names	Territories (Oceania)	Micronesian Region-Subdivisions	mhall
12	Locale Display Names	Territories (Oceania)	Micronesian Region-Subdivisions	mheni
12	Locale Display Names	Territories (Oceania)	Micronesian Region-Subdivisions	mhkwa
12	Locale Display Names	Territories (Oceania)	Micronesian Region-Subdivisions	mhl
12	Locale Display Names	Territories (Oceania)	Micronesian Region-Subdivisions	mhron
12	Locale Display Names	Territories (Oceania)	Micronesian Region-Subdivisions	mht
12	Locale Display Names	Territories (Oceania)	Micronesian Region-Subdivisions	nr01
12	Locale Display Names	Territories (Oceania)	Micronesian Region-Subdivisions	nr09
12	Locale Display Names	Territories (Oceania)	Micronesian Region-Subdivisions	pw002
12	Locale Display Names	Territories (Oceania)	Micronesian Region-Subdivisions	pw050
12	Locale Display Names	Territories (Oceania)	Micronesian Region-Subdivisions	pw100
12	Locale Display Names	Territories (Oceania)	Micronesian Region-Subdivisions	pw214
12	Locale Display Names	Territories (Oceania)	Micronesian Region-Subdivisions	pw218
12	Locale Display Names	Territories (Oceania)	Micronesian Region-Subdivisions	pw222
12	Locale Display Names	Territories (Oceania)	Micronesian Region-Subdivisions	pw224
12	Locale Display Names	Territories (Oceania)	Micronesian Region-Subdivisions	pw226
12	Locale Display Names	Territories (Oceania)	Micronesian Region-Subdivisions	pw227
12	Locale Display Names	Territories (Oceania)	Micronesian Region-Subdivisions	pw228
12	Locale Display Names	Territories (Oceania)	Micronesian Region-Subdivisions	pw350
12	Locale Display Names	Territories (Oceania)	Micronesian Region-Subdivisions	pw370
12	Locale Display Names	Territories (Oceania)	Polynesia-Subdivisions	to02
12	Locale Display Names	Territories (Oceania)	Polynesia-Subdivisions	to03
12	Locale Display Names	Territories (Oceania)	Polynesia-Subdivisions	tvnit
12	Locale Display Names	Territories (Oceania)	Polynesia-Subdivisions	tvnkf
12	Locale Display Names	Territories (Oceania)	Polynesia-Subdivisions	tvnkl
12	Locale Display Names	Territories (Oceania)	Polynesia-Subdivisions	tvnma
12	Locale Display Names	Territories (Oceania)	Polynesia-Subdivisions	tvnmg
12	Locale Display Names	Territories (Oceania)	Polynesia-Subdivisions	tvnui
12	Locale Display Names	Territories (Oceania)	Polynesia-Subdivisions	tvvai
12	Locale Display Names	Territories (Oceania)	Polynesia-Subdivisions	wsaa
12	Locale Display Names	Territories (Oceania)	Polynesia-Subdivisions	wsal
12	Locale Display Names	Territories (Oceania)	Polynesia-Subdivisions	wsat
12	Locale Display Names	Territories (Oceania)	Polynesia-Subdivisions	wsfa
12	Locale Display Names	Territories (Oceania)	Polynesia-Subdivisions	wsge
12	Locale Display Names	Territories (Oceania)	Polynesia-Subdivisions	wsgi
12	Locale Display Names	Territories (Oceania)	Polynesia-Subdivisions	wspa
12	Locale Display Names	Territories (Oceania)	Polynesia-Subdivisions	wssa
12	Locale Display Names	Territories (Oceania)	Polynesia-Subdivisions	wstu
12	Locale Display Names	Territories (Oceania)	Polynesia-Subdivisions	wsvf
12	Locale Display Names	Territories (Oceania)	Polynesia-Subdivisions	wsvs
11	Locale Display Names	Territories (North America)	Central America-Subdivisions	gt01
11	Locale Display Names	Territories (North America)	Central America-Subdivisions	gt02
11	Locale Display Names	Territories (North America)	Central America-Subdivisions	gt03
11	Locale Display Names	Territories (North America)	Central America-Subdivisions	gt04
11	Locale Display Names	Territories (North America)	Central America-Subdivisions	gt05
